[50 31 35],[50 32 37],[49 32 40],[49 35 37],[50 35 35],[52 35 35],[51 39 35],[51 37 35],[51 34 36],[52 35 35],[51 34 35],[51 33 33],[53 30 31],[56 33 31],[56 33 31],[56 37 32],[54 35 33],[52 38 41],[53 39 49],[54 38 46],[54 37 44],[55 37 44],[54 36 44],[54 35 45],[54 38 47],[55 36 48],[55 38 49],[56 39 45],[56 41 41],[56 40 40],[54 39 40],[53 38 42],[53 37 44],[54 37 44],[55 40 44],[56 40 41],[55 41 39],[55 40 42],[55 39 45],[55 40 45],[55 39 46],[56 39 45],[56 39 45],[56 39 44],[56 39 44],[56 39 45],[57 41 46],[58 40 43],[56 40 41],[55 39 37],[56 41 34],[58 41 39],[58 42 45],[58 38 45],[58 39 46],[59 38 46],[60 39 46],[62 39 46],[62 38 46],[62 40 46],[62 40 47],[63 39 47],[60 41 47],[58 42 44],[58 42 42],[58 41 42],[60 42 42],[62 41 41],[59 41 41],[56 41 41],[56 41 41],[56 40 42],[57 41 43],[58 42 42],[60 41 41],[63 41 44],[62 42 47],[62 39 46],[60 41 46],[59 41 45],[59 42 44],[59 42 43],[57 42 43],[56 42 43],[57 42 44],[59 43 44],[58 42 44],[58 43 44],[58 44 44],[59 43 43],[59 43 43],[59 42 45],[58 43 47],[58 42 42],[60 38 38],[62 40 41],[62 42 44],[63 41 44],[63 41 44],[63 42 45],[61 42 47],[60 42 44],[60 45 41],[60 44 47],[59 45 54],[59 43 51],[61 42 49],[64 42 47],[64 42 45],[64 42 47],[64 44 49],[65 42 49],[64 44 49],[64 44 46],[64 44 44],[65 43 42],[64 44 40],[64 44 43],[62 45 46],[60 45 43],[62 46 41],[65 45 43],[65 44 46],[66 44 46],[66 44 47],[66 44 47],[64 45 47],[62 44 47],[63 45 47],[64 44 47],[64 44 47],[65 44 46],[64 43 45],[64 43 48],[65 44 51],[66 43 51],[66 43 51],[67 45 49],[65 46 47],[63 45 47],[65 46 47],[67 46 51],[68 45 56],[69 44 51],[67 44 47],[65 44 49],[67 42 52],[69 44 52],[68 47 52],[68 45 51],[67 46 51],[67 45 49],[69 47 47],[71 45 45],[68 46 44],[66 46 44],[67 47 44],[68 48 46],[67 48 49],[66 46 51],[66 45 53],[67 46 51],[67 46 49],[67 46 49],[65 46 49],[63 46 51],[65 47 53],[68 47 50],[68 47 48],[68 46 50],[67 45 53],[67 46 48],[68 47 44],[69 48 47],[67 48 50],[65 47 51],[64 47 53],[64 47 53],[64 48 53],[64 47 53],[64 48 53],[64 46 53],[67 46 54],[71 46 51],[70 47 48],[69 49 47],[69 49 47],[69 49 46],[69 49 45],[69 49 48],[70 50 51],[71 49 51],[69 48 51],[68 49 51],[68 48 51],[68 49 52],[69 51 53],[71 50 52],[70 50 51],[69 48 49],[73 49 48],[78 49 47],[73 49 47],[69 49 47],[71 47 47],[73 49 49],[72 49 52],[71 50 52],[69 50 52],[68 48 53],[68 46 55],[69 46 53],[70 47 51],[71 49 50],[70 49 50],[69 50 53],[66 51 56],[64 50 53],[67 50 50],[71 49 48],[71 50 47],[71 48 51],[67 49 56],[64 49 53],[67 49 51],[71 50 52],[70 49 53],[69 50 53],[69 50 53],[69 51 51],[68 50 49],[67 51 49],[66 51 49],[65 51 50],[67 50 51],[69 50 52],[70 51 53],[71 50 52],[71 50 52],[71 50 52],[71 51 52],[71 50 47],[71 51 43],[72 51 48],[70 50 53],[69 50 53],[70 50 53],[71 51 55],[71 50 57],[72 50 57],[72 50 58],[72 51 55],[72 51 53],[72 50 55],[72 50 57],[72 49 57],[71 49 58],[71 49 58],[71 49 58],[71 49 56],[70 49 54],[69 51 54],[68 53 54],[68 53 56],[68 53 58],[68 53 56],[68 51 54],[69 52 60],[70 51 66],[71 50 61],[71 49 56],[71 49 51],[71 50 47],[71 50 52],[71 49 57],[71 49 60],[69 50 63],[68 52 52],[67 53 41],[67 50 47],[69 51 53],[72 50 50],[71 48 47],[71 49 50],[69 50 53],[68 50 53],[67 52 53],[67 51 50],[69 52 47],[71 50 50],[71 50 53],[72 51 58],[74 50 63],[76 50 58],[69 51 54],[63 53 54],[66 54 54],[69 52 53],[71 53 53],[73 51 53],[74 52 53],[76 51 53],[72 50 53],[68 51 53],[68 51 53],[69 50 55],[70 49 57],[72 51 55],[70 53 53],[68 52 50],[68 52 48],[69 53 50],[68 54 53],[68 53 53],[69 53 53],[71 51 58],[72 50 63],[73 50 58],[72 50 54],[71 51 53],[71 51 53],[72 51 53],[72 51 53],[72 51 51],[72 50 49],[72 50 51],[71 50 53],[71 50 53],[71 50 53],[71 50 53],[67 53 54],[63 53 56],[67 53 58],[71 50 58],[69 49 58],[68 51 56],[70 52 54],[73 52 54],[72 54 54],[72 53 56],[70 53 58],[68 53 55],[69 51 53],[71 51 55],[71 49 58],[72 50 56],[73 49 54],[75 51 51],[73 52 49],[72 51 46],[68 51 44],[65 51 48],[66 51 53],[68 51 53],[68 53 53],[68 51 53],[68 52 53],[68 51 53],[67 52 53],[67 52 50],[69 51 47],[71 50 47],[71 51 47],[72 51 50],[72 51 53],[72 50 57],[73 51 62],[74 49 59],[72 47 56],[71 49 54],[71 50 53],[71 50 52],[71 50 51],[71 50 51],[70 50 52],[69 49 51],[70 50 51],[71 49 51],[71 49 51],[71 50 51],[71 51 52],[71 51 52],[71 51 52],[72 50 52],[71 51 52],[71 50 52],[70 49 52],[69 49 49],[68 50 47],[68 50 47],[69 51 48],[71 50 50],[69 51 53],[67 50 50],[68 47 47],[69 49 49],[70 50 52],[71 49 51],[70 47 50],[69 48 47],[68 49 45],[68 48 45],[68 48 45],[69 47 47],[71 49 50],[74 48 50],[71 49 51],[68 48 53],[65 45 55],[63 47 52],[65 45 50],[68 47 49],[68 47 49],[68 47 50],[69 49 52],[71 49 52],[70 49 52],[69 49 52],[70 50 52],[72 49 51],[74 49 51],[76 46 52],[69 46 54],[63 47 52],[64 49 50],[65 48 49],[64 48 48],[63 47 46],[65 46 44],[67 46 41],[67 46 39],[67 45 41],[69 45 44],[72 46 46],[66 47 49],[61 47 48],[62 48 48],[63 47 40],[65 46 32],[68 47 38],[65 47 45],[63 47 43],[63 47 42],[63 45 43],[64 44 44],[65 45 45],[66 44 47],[67 46 45],[65 47 44],[64 48 44],[63 47 44],[63 46 46],[64 46 48],[66 45 45],[67 45 42],[68 45 42],[67 46 43],[66 45 43],[66 48 44],[67 46 43],[67 47 43],[67 46 45],[65 46 47],[64 45 47],[62 46 47],[60 47 44],[59 46 41],[59 46 42],[62 45 43],[65 46 42],[64 44 42],[64 44 42],[63 45 43],[62 46 44],[63 46 46],[65 45 43],[62 46 41],[60 45 45],[62 45 50],[64 44 45],[63 44 41],[63 43 40],[63 43 40],[63 43 40],[63 43 40],[63 43 39],[63 42 39],[63 42 41],[63 42 44],[63 41 44],[62 41 44],[62 41 37],[60 43 30],[59 43 37],[59 44 44],[60 43 40],[59 44 37],[59 43 37],[59 44 37],[59 43 40],[61 44 44],[63 44 44],[61 44 44],[59 43 41],[59 44 39],[59 44 30],[57 42 22],[55 42 30],[57 41 38],[60 43 40],[60 43 43],[60 41 40],[61 41 37],[62 40 31],[60 40 26],[59 39 30],[57 41 35],[55 40 35],[57 40 35],[60 40 35],[59 41 35],[59 39 38],[56 39 41],[54 40 37],[55 41 34],[56 40 31],[57 39 29],[59 38 30],[59 39 32],[59 38 29],[57 40 26],[55 40 30],[55 43 34],[56 41 34],[55 40 34],[55 40 37],[54 39 40],[53 37 39],[53 35 39],[54 37 36],[54 38 34],[55 40 30],[55 40 26],[55 40 18],[56 41 10],[58 40 21],[56 36 33],[54 37 36],[56 36 39],[58 38 35],[56 39 32],[54 37 31],[55 34 31],[56 33 30],[55 33 29],[55 33 25],[55 34 21],[56 34 21],[55 36 21],[54 36 25],[53 37 30],[53 38 30],[54 37 30],[56 36 29],[53 36 28],[51 34 28],[51 34 28],[51 34 28],[51 34 28],[51 33 27],[53 31 27],[55 32 28],[54 34 29],[54 33 28],[52 33 27],[50 33 27],[50 33 27],[51 34 27],[50 36 28],[50 34 24],[50 33 20],[50 32 23],[50 30 27],[50 32 26],[52 31 26],[55 34 26],[51 33 26],[47 29 26],[48 32 26],[50 32 26],[49 30 26],[49 32 29],[51 33 33],[54 32 32],[51 31 31],[49 30 31],[51 29 31],[53 30 26],[51 29 22],[49 30 22],[49 32 22],[50 31 23],[49 30 24],[49 30 23],[47 31 22],[45 30 25],[46 29 29],[47 28 36],[47 27 43],[47 27 36],[45 27 29],[43 27 28],[43 30 28],[44 29 24],[46 30 21],[49 29 24],[48 29 27],[47 28 26],[46 26 26],[45 26 26],[45 26 27],[46 28 24],[46 28 21],[46 28 21],[46 26 21],[46 28 17],[44 28 14],[42 29 17],[44 26 20],[46 28 27],[45 27 34],[45 26 25],[45 26 17],[45 25 17],[45 26 18],[45 24 17],[45 23 16],[45 24 17],[45 23 18],[46 23 18]
[50 34 35],[50 33 37],[49 34 40],[49 37 37],[49 35 35],[50 34 35],[51 37 35],[52 39 35],[52 36 36],[53 36 35],[52 35 35],[52 35 33],[53 34 31],[55 36 31],[55 36 31],[55 40 32],[55 38 33],[55 39 41],[54 37 49],[53 38 46],[53 38 44],[54 39 44],[54 36 44],[54 33 45],[55 34 47],[56 34 48],[55 36 49],[55 39 45],[55 39 41],[55 41 40],[54 39 40],[54 39 42],[54 37 44],[54 36 44],[55 38 44],[56 40 41],[55 40 39],[55 40 42],[54 40 45],[53 42 45],[54 40 46],[56 39 45],[56 39 45],[56 39 44],[55 38 44],[55 38 45],[56 39 46],[58 41 43],[56 39 41],[54 39 37],[55 40 34],[57 41 39],[58 39 45],[59 36 45],[59 38 46],[59 38 46],[60 38 46],[62 40 46],[61 39 46],[60 41 46],[59 40 47],[59 39 47],[58 40 47],[58 44 44],[58 41 42],[58 41 42],[60 41 42],[62 41 41],[59 41 41],[57 41 41],[57 40 41],[57 39 42],[57 41 43],[58 43 42],[60 41 41],[62 41 44],[60 39 47],[59 37 46],[58 38 46],[58 42 45],[58 42 44],[58 43 43],[57 42 43],[57 42 43],[58 42 44],[59 44 44],[58 43 44],[58 44 44],[58 43 44],[59 43 43],[60 42 43],[61 42 45],[58 42 47],[56 44 42],[59 41 38],[62 41 41],[62 41 44],[63 42 44],[62 42 44],[61 43 45],[61 41 47],[61 41 44],[60 43 41],[60 43 47],[59 44 54],[59 43 51],[61 42 49],[63 43 47],[63 42 45],[64 42 47],[64 42 49],[64 41 49],[64 43 49],[64 44 46],[64 43 44],[64 43 42],[64 43 40],[64 44 43],[62 45 46],[61 46 43],[63 45 41],[65 45 43],[64 44 46],[64 44 46],[65 44 47],[66 45 47],[64 44 47],[63 44 47],[64 44 47],[65 45 47],[65 44 47],[65 46 46],[65 44 45],[65 44 48],[65 44 51],[66 44 51],[65 44 51],[64 46 49],[63 45 47],[63 45 47],[63 46 47],[64 47 51],[64 45 56],[65 45 51],[65 44 47],[66 46 49],[66 44 52],[67 45 52],[67 45 52],[67 45 51],[66 44 51],[66 44 49],[67 45 47],[69 45 45],[66 46 44],[64 47 44],[64 47 44],[65 49 46],[65 48 49],[65 47 51],[66 46 53],[67 47 51],[67 46 49],[67 46 49],[65 46 49],[63 47 51],[65 46 53],[67 47 50],[67 46 48],[68 46 50],[66 46 53],[65 46 48],[67 47 44],[69 49 47],[67 48 50],[66 48 51],[65 47 53],[65 47 53],[65 47 53],[65 47 53],[65 46 53],[66 46 53],[68 46 54],[70 47 51],[70 47 48],[70 50 47],[70 49 47],[70 50 46],[70 49 45],[70 49 48],[70 48 51],[71 50 51],[70 49 51],[69 50 51],[69 49 51],[69 50 52],[70 50 53],[71 51 52],[70 49 51],[70 47 49],[72 48 48],[74 50 47],[70 49 47],[67 51 47],[69 49 47],[72 50 49],[70 50 52],[69 52 52],[69 50 52],[69 49 53],[68 47 55],[67 47 53],[68 48 51],[70 50 50],[69 50 50],[68 50 53],[66 50 56],[65 50 53],[67 49 50],[70 48 48],[70 47 47],[71 47 51],[69 48 56],[67 50 53],[69 49 51],[71 51 52],[70 50 53],[70 52 53],[70 51 53],[70 52 51],[68 51 49],[67 53 49],[67 51 49],[68 52 50],[69 50 51],[70 50 52],[70 50 53],[71 51 52],[71 50 52],[71 50 52],[71 50 52],[71 50 47],[70 51 43],[69 52 48],[69 51 53],[70 51 53],[70 51 53],[70 52 55],[71 51 57],[72 50 57],[70 51 58],[68 52 55],[70 51 53],[72 51 55],[73 50 57],[74 50 57],[73 49 58],[72 50 58],[71 49 58],[71 50 56],[70 50 54],[70 52 54],[70 52 54],[70 54 56],[69 52 58],[68 54 56],[68 52 54],[69 53 60],[70 51 66],[71 50 61],[71 49 56],[71 50 51],[71 50 47],[71 51 52],[71 49 57],[72 49 60],[71 50 63],[70 53 52],[69 51 41],[69 49 47],[69 50 53],[70 52 50],[69 50 47],[68 50 50],[69 50 53],[70 50 53],[69 50 53],[69 50 50],[70 50 47],[71 50 50],[70 50 53],[70 52 58],[72 51 63],[74 51 58],[71 51 54],[68 54 54],[69 53 54],[71 52 53],[72 51 53],[73 51 53],[73 51 53],[74 51 53],[71 51 53],[68 53 53],[68 51 53],[69 50 55],[70 50 57],[72 51 55],[70 52 53],[68 53 50],[68 52 48],[68 53 50],[68 53 53],[68 53 53],[69 52 53],[71 52 58],[71 50 63],[72 50 58],[72 50 54],[72 52 53],[73 51 53],[74 51 53],[72 51 53],[70 53 51],[70 52 49],[70 51 51],[69 51 53],[69 51 53],[70 50 53],[71 50 53],[68 52 54],[65 53 56],[68 51 58],[71 50 58],[70 51 58],[70 52 56],[71 51 54],[73 52 54],[72 52 54],[72 53 56],[71 52 58],[70 54 55],[71 52 53],[72 53 55],[71 51 58],[70 52 56],[72 51 54],[74 52 51],[73 51 49],[72 52 46],[70 51 44],[68 52 48],[69 51 53],[70 51 53],[70 51 53],[70 51 53],[70 51 53],[70 51 53],[69 51 53],[69 53 50],[70 51 47],[71 50 47],[71 50 47],[72 51 50],[72 50 53],[72 50 57],[72 49 62],[72 49 59],[70 48 56],[69 50 54],[70 50 53],[71 51 52],[71 50 51],[71 50 51],[69 49 52],[67 49 51],[69 49 51],[71 50 51],[71 49 51],[71 50 51],[69 50 52],[68 52 52],[71 51 52],[74 50 52],[72 50 52],[71 50 52],[68 50 52],[66 50 49],[67 50 47],[69 51 47],[70 50 48],[72 50 50],[70 50 53],[68 51 50],[69 49 47],[70 50 49],[70 50 52],[71 50 51],[70 49 50],[70 49 47],[70 48 45],[70 48 45],[69 48 45],[69 47 47],[70 48 50],[72 48 50],[70 48 51],[68 49 53],[67 48 55],[67 50 52],[67 48 50],[68 49 49],[68 47 49],[68 47 50],[69 48 52],[71 50 52],[68 48 52],[66 49 52],[68 49 52],[70 50 51],[72 48 51],[74 46 52],[69 46 54],[65 48 52],[65 48 50],[65 49 49],[65 47 48],[65 48 46],[66 46 44],[67 47 41],[67 46 39],[67 46 41],[68 46 44],[70 47 46],[66 47 49],[62 48 48],[63 47 48],[65 48 40],[65 47 32],[66 49 38],[65 48 45],[65 48 43],[65 46 42],[65 45 43],[65 45 44],[65 46 45],[65 46 47],[65 48 45],[63 47 44],[62 49 44],[63 47 44],[65 46 46],[64 45 48],[63 46 45],[65 45 42],[67 46 42],[66 45 43],[66 44 43],[67 46 44],[68 46 43],[67 46 43],[67 46 45],[65 45 47],[63 45 47],[63 46 47],[63 48 44],[62 46 41],[62 47 42],[62 46 43],[63 48 42],[62 46 42],[62 45 42],[61 45 43],[61 47 44],[63 45 46],[65 44 43],[63 45 41],[62 46 45],[63 44 50],[64 44 45],[63 44 41],[63 44 40],[63 43 40],[63 44 40],[62 44 40],[62 44 39],[62 42 39],[63 43 41],[62 42 44],[61 42 44],[61 41 44],[62 41 37],[61 42 30],[61 44 37],[61 43 44],[61 43 40],[60 42 37],[60 42 37],[59 42 37],[58 42 40],[60 43 44],[62 44 44],[61 42 44],[60 43 41],[59 43 39],[59 45 30],[58 42 22],[57 43 30],[58 42 38],[59 44 40],[59 42 43],[59 41 40],[60 41 37],[62 41 31],[60 40 26],[59 39 30],[58 40 35],[57 41 35],[58 40 35],[60 40 35],[59 39 35],[59 39 38],[57 39 41],[55 40 37],[57 40 34],[59 41 31],[59 39 29],[59 37 30],[59 37 32],[59 37 29],[57 38 26],[55 40 30],[55 41 34],[56 41 34],[56 40 34],[57 41 37],[56 39 40],[55 37 39],[54 37 39],[54 39 36],[55 39 34],[57 41 30],[56 40 26],[55 41 18],[55 41 10],[56 42 21],[55 39 33],[54 39 36],[55 38 39],[56 39 35],[55 38 32],[54 39 31],[54 36 31],[54 34 30],[53 33 29],[53 33 25],[54 33 21],[56 34 21],[55 35 21],[54 37 25],[54 38 30],[55 39 30],[56 37 30],[57 37 29],[54 35 28],[52 34 28],[52 34 28],[53 35 28],[52 34 28],[51 34 27],[52 33 27],[53 32 28],[52 33 29],[52 34 28],[50 34 27],[49 34 27],[50 34 27],[51 35 27],[50 34 28],[50 34 24],[50 34 20],[50 34 23],[49 34 27],[48 34 26],[50 33 26],[53 37 26],[50 32 26],[48 27 26],[49 31 26],[50 33 26],[49 32 26],[49 33 29],[50 33 33],[52 33 32],[50 31 31],[49 31 31],[50 30 31],[51 31 26],[49 30 22],[47 30 22],[48 31 22],[49 32 23],[49 31 24],[49 30 23],[48 30 22],[47 31 25],[47 29 29],[48 29 36],[47 28 43],[47 27 36],[46 27 29],[45 27 28],[45 28 28],[45 28 24],[45 29 21],[45 30 24],[46 28 27],[47 29 26],[46 27 26],[46 26 26],[46 27 27],[46 29 24],[44 28 21],[43 30 21],[44 28 21],[46 29 17],[44 29 14],[42 32 17],[44 29 20],[46 30 27],[44 28 34],[43 27 25],[44 25 17],[45 24 17],[44 25 18],[44 24 17],[44 24 16],[44 26 17],[44 24 18],[45 24 18]
[51 39 34],[51 34 33],[50 34 33],[49 35 33],[49 37 34],[49 36 34],[51 39 35],[53 37 35],[53 38 36],[54 37 37],[53 39 38],[53 36 37],[54 39 36],[55 36 34],[55 36 33],[55 37 33],[57 40 33],[59 37 38],[56 36 43],[53 36 40],[53 39 38],[54 38 39],[54 37 41],[54 35 42],[56 34 43],[58 34 43],[56 35 43],[55 37 41],[54 37 40],[54 39 40],[54 39 40],[55 39 42],[54 39 44],[54 37 44],[55 38 44],[56 39 40],[55 40 36],[55 39 39],[53 39 42],[52 40 42],[54 42 42],[56 39 43],[56 39 45],[56 39 47],[55 39 49],[55 38 48],[56 39 48],[58 39 45],[56 39 43],[54 39 41],[55 41 40],[56 40 42],[58 39 45],[60 38 46],[60 40 48],[60 38 46],[61 38 45],[62 38 46],[60 41 48],[58 40 47],[57 41 46],[56 39 45],[57 40 44],[58 41 41],[58 41 38],[58 42 40],[60 43 42],[62 42 42],[60 41 42],[58 41 42],[58 42 42],[58 41 42],[58 43 43],[58 42 42],[60 39 42],[62 40 46],[59 39 50],[56 38 48],[57 36 46],[58 39 44],[58 43 42],[58 42 40],[58 43 39],[59 42 43],[59 42 48],[59 43 46],[59 44 45],[59 44 45],[59 44 46],[59 42 46],[61 42 46],[63 42 48],[58 42 50],[54 43 45],[58 44 41],[63 42 41],[63 41 42],[63 42 43],[61 45 44],[59 43 45],[60 41 47],[62 41 46],[61 44 45],[60 43 47],[60 45 50],[60 43 48],[61 43 47],[63 42 46],[63 44 46],[64 42 47],[63 42 48],[63 43 49],[63 44 50],[64 43 48],[64 43 47],[64 43 44],[64 44 42],[65 44 43],[63 46 45],[62 45 44],[64 44 43],[66 44 44],[64 44 45],[62 43 47],[64 45 50],[66 45 46],[65 46 43],[65 44 45],[65 45 47],[66 44 48],[65 44 49],[65 43 48],[65 43 47],[66 44 48],[66 45 49],[66 44 49],[63 44 50],[61 44 49],[62 45 48],[63 45 46],[62 47 44],[62 46 47],[61 45 51],[61 45 49],[64 45 47],[67 45 47],[66 46 47],[66 44 48],[66 43 49],[66 44 51],[65 44 53],[65 44 51],[66 45 49],[67 46 46],[65 47 44],[63 47 45],[63 47 46],[63 47 47],[63 49 48],[64 46 50],[66 45 53],[68 46 51],[68 47 49],[68 46 50],[66 47 51],[64 46 54],[65 43 58],[67 44 54],[67 46 51],[68 46 51],[66 48 51],[64 47 50],[66 49 49],[69 48 50],[68 48 52],[67 47 54],[67 47 57],[67 46 55],[67 46 54],[67 46 52],[68 46 51],[69 46 52],[69 47 54],[69 47 52],[70 47 51],[71 48 51],[71 50 51],[71 50 51],[71 50 51],[72 48 52],[72 46 53],[72 48 53],[71 50 53],[71 49 52],[71 50 51],[71 49 54],[71 51 57],[72 50 55],[71 50 53],[71 49 53],[71 50 53],[71 48 50],[68 48 48],[65 49 48],[68 50 48],[71 50 50],[69 50 52],[67 50 52],[69 51 52],[71 49 52],[68 49 53],[65 48 51],[67 49 50],[69 49 51],[68 51 52],[67 50 56],[67 51 60],[67 49 56],[68 49 52],[69 47 50],[70 47 49],[72 48 51],[71 50 53],[71 50 51],[71 50 50],[71 49 52],[71 51 54],[72 50 54],[72 51 54],[72 51 52],[70 53 50],[68 51 50],[69 52 50],[71 50 49],[71 50 49],[71 50 50],[71 50 52],[71 50 53],[71 51 55],[72 50 54],[72 50 53],[72 50 50],[69 51 48],[67 51 51],[69 52 55],[72 51 52],[70 53 50],[69 51 53],[70 52 56],[72 51 56],[68 52 57],[65 51 55],[68 52 53],[72 51 54],[74 51 55],[76 50 57],[74 50 60],[73 49 59],[72 50 58],[72 50 57],[72 50 56],[72 51 56],[72 50 56],[72 50 57],[70 49 58],[68 51 56],[68 54 54],[69 52 58],[70 51 62],[72 50 58],[71 49 54],[71 50 56],[71 50 58],[72 49 57],[73 48 57],[74 49 58],[73 51 60],[72 51 53],[72 51 47],[72 50 51],[70 52 55],[69 52 53],[67 52 52],[65 51 53],[68 50 55],[72 50 55],[72 50 55],[72 50 53],[71 50 52],[71 50 52],[69 50 53],[68 51 56],[70 52 60],[72 51 57],[72 51 55],[73 51 55],[73 52 56],[73 51 54],[73 51 53],[73 51 53],[73 52 53],[73 51 54],[70 53 55],[68 52 56],[68 53 58],[69 51 57],[71 51 57],[73 51 55],[71 53 53],[69 53 54],[68 53 56],[68 51 55],[68 52 55],[68 51 54],[69 51 53],[71 50 54],[71 48 56],[71 49 55],[72 51 54],[73 51 53],[74 52 53],[76 51 54],[72 51 55],[68 53 54],[68 55 54],[68 52 54],[68 52 55],[68 51 54],[69 51 53],[71 51 52],[69 54 51],[68 52 54],[70 51 58],[72 51 58],[72 53 58],[73 51 55],[73 51 53],[73 51 54],[72 51 56],[72 51 57],[72 51 58],[73 51 56],[73 51 55],[73 52 56],[70 53 58],[68 51 56],[70 51 55],[73 51 52],[72 51 50],[72 50 50],[72 50 51],[72 51 53],[72 52 55],[72 50 55],[72 50 55],[72 50 55],[72 50 55],[72 50 55],[72 51 55],[72 51 52],[72 51 50],[72 51 52],[72 51 55],[72 51 54],[72 52 53],[72 50 52],[71 50 51],[71 50 51],[69 50 52],[67 51 52],[69 51 53],[71 50 51],[71 50 50],[71 50 52],[68 51 55],[65 50 53],[68 51 52],[71 50 52],[71 50 52],[71 50 52],[68 50 52],[65 50 54],[70 51 57],[76 50 54],[74 51 52],[72 50 52],[68 51 52],[64 50 49],[67 50 46],[71 50 48],[72 51 50],[74 50 51],[71 49 53],[69 49 51],[70 50 49],[71 50 50],[71 50 52],[71 50 51],[71 51 51],[71 49 49],[72 49 48],[73 47 50],[71 50 53],[69 48 51],[70 49 50],[71 48 49],[70 49 48],[69 48 52],[70 50 56],[71 49 52],[70 50 48],[69 48 47],[69 47 46],[69 47 51],[70 49 57],[71 48 55],[67 47 54],[64 49 53],[66 51 52],[68 50 52],[70 49 53],[72 46 53],[70 46 53],[68 47 53],[66 49 53],[65 48 51],[66 47 49],[67 47 47],[67 47 46],[68 47 46],[68 47 46],[68 47 45],[68 48 44],[68 47 47],[66 47 51],[64 47 49],[65 46 48],[67 46 43],[65 47 38],[64 48 41],[65 50 44],[67 47 43],[67 46 43],[67 46 45],[66 48 48],[66 46 47],[64 46 47],[63 46 46],[61 47 45],[60 47 44],[63 47 44],[67 46 45],[63 45 46],[60 46 43],[63 46 40],[67 46 45],[66 46 50],[66 45 48],[68 46 46],[70 46 44],[68 46 43],[67 46 44],[64 46 45],[62 45 47],[64 47 49],[67 46 45],[66 46 42],[65 46 42],[63 47 43],[62 46 42],[61 48 41],[61 45 42],[61 46 44],[61 45 45],[63 45 46],[66 44 43],[65 45 41],[65 44 43],[64 44 45],[64 44 42],[64 44 40],[64 43 40],[63 43 40],[63 44 40],[62 45 41],[61 44 40],[62 43 40],[63 43 41],[61 44 42],[60 43 43],[61 42 45],[63 40 41],[63 42 38],[63 42 39],[63 42 41],[63 42 37],[62 43 33],[62 42 35],[60 41 38],[58 41 39],[60 42 41],[62 41 42],[62 41 44],[62 42 42],[61 41 41],[60 41 36],[60 41 32],[60 41 36],[59 42 40],[59 43 43],[59 44 46],[59 42 43],[60 42 40],[62 41 34],[61 41 28],[60 40 32],[60 40 36],[60 40 35],[60 40 34],[60 40 34],[60 40 35],[60 39 38],[58 39 41],[56 39 37],[59 39 34],[62 39 32],[60 39 31],[59 37 31],[59 35 32],[60 37 31],[58 39 30],[56 41 32],[56 41 35],[56 41 36],[57 41 37],[59 40 41],[58 40 45],[58 38 42],[56 40 39],[55 39 37],[57 40 36],[60 39 33],[57 38 30],[55 38 25],[55 41 20],[55 40 27],[55 40 35],[55 38 36],[55 40 38],[55 38 32],[54 37 27],[54 38 30],[53 39 34],[53 36 35],[52 36 36],[51 35 30],[53 34 25],[56 34 26],[55 36 28],[54 37 30],[56 39 33],[58 36 31],[58 36 30],[58 35 29],[55 34 29],[53 34 29],[54 37 29],[56 35 28],[53 35 28],[51 34 27],[51 35 27],[51 34 27],[50 35 28],[50 34 26],[49 35 24],[48 35 24],[49 38 24],[51 34 25],[50 33 27],[50 34 26],[50 35 26],[51 34 28],[49 38 30],[47 34 29],[49 32 29],[51 34 29],[50 34 30],[50 32 28],[50 34 26],[50 33 26],[50 34 26],[50 33 27],[50 34 29],[51 32 28],[50 32 27],[50 30 32],[49 31 38],[49 31 32],[47 33 27],[45 31 26],[47 32 26],[49 31 26],[49 33 27],[50 31 27],[49 31 27],[49 30 28],[49 29 29],[49 29 32],[48 29 36],[47 28 31],[47 27 27],[47 28 26],[46 28 26],[46 28 24],[43 29 22],[41 28 24],[44 27 27],[47 28 27],[47 30 27],[47 28 26],[47 29 25],[47 27 24],[43 26 23],[40 28 25],[43 29 28],[47 28 24],[45 28 20],[43 28 21],[44 28 23],[46 29 28],[44 30 33],[42 28 27],[44 27 21],[46 25 22],[44 26 23],[43 23 23],[43 23 23],[44 23 21],[44 23 20],[45 23 20]
